Donate ID,Donate Date,Gender,Deposit Amount,Preferred Color of Device,Ice Cream Products Consumed Per Week,Favorite Flavor Of Ice Cream,Donated To Kick Starter Before,Household Income,Do you own a Keurig,How many desserts do you eat a week
7439,7/7/2019,male,220,blue,10,vanilla,yes,,yes,7
7440,7/7/2019,male,147,black,5,no preference,yes,,yes,7
7441,7/7/2019,female,175,red,5,vanilla,yes,<100K,yes,5
7442,7/7/2019,female,367,blue,0,swirl,yes,<100K,yes,7
7443,7/7/2019,male,200,blue,2,vanilla,yes,,yes,6
7444,7/7/2019,male,189,silver,2,swirl,yes,>100K,yes,3
7445,7/7/2019,male,259,silver,3,specialty,yes,>100K,yes,3
7446,7/7/2019,male,125,black,7,chocolate,yes,,yes,6
7447,7/7/2019,female,238,red,3,chocolate,yes,<100K,yes,7
7448,7/7/2019,male,359,blue,4,no preference,yes,,yes,5
7449,7/7/2019,female,116,blue,5,vanilla,yes,<100K,yes,2
7450,7/7/2019,female,295,red,7,chocolate,yes,<100K,yes,1
7451,7/7/2019,female,242,black,8,specialty,yes,<100K,no,6
7452,7/7/2019,male,290,no preference,1,vanilla,yes,>100K,yes,3
7453,7/7/2019,male,216,black,9,no preference,yes,,yes,4
7454,7/7/2019,male,201,blue,10,no preference,yes,,no,4
7455,7/7/2019,female,160,silver,6,specialty,yes,<100K,yes,7
7456,7/7/2019,male,370,white,6,specialty,yes,>100K,yes,3
7457,7/7/2019,male,197,no preference,4,no preference,yes,,yes,8
7458,7/7/2019,female,275,white,0,specialty,yes,<100K,no,6
7459,7/7/2019,female,202,red,8,chocolate,yes,<100K,yes,4
7460,7/7/2019,female,168,white,7,swirl,yes,<100K,yes,3
7461,7/7/2019,female,265,white,10,chocolate,yes,<100K,yes,1
7462,7/7/2019,male,143,blue,10,specialty,yes,,no,5
7463,7/7/2019,female,217,black,9,chocolate,yes,<100K,yes,8
7464,7/7/2019,male,167,black,10,vanilla,yes,,yes,6
7465,7/7/2019,male,400,red,9,no preference,yes,,yes,8
7466,7/7/2019,female,254,red,8,specialty,yes,<100K,yes,2
7467,7/7/2019,male,102,black,7,vanilla,no,,yes,7
7468,7/7/2019,male,263,blue,7,specialty,no,,yes,4
7469,7/7/2019,male,122,blue,10,chocolate,yes,>100K,yes,0
7470,7/7/2019,female,347,white,2,specialty,yes,<100K,yes,7
7471,7/7/2019,male,249,blue,4,swirl,no,,no,8
7472,7/7/2019,female,132,white,4,specialty,yes,<100K,yes,5
7473,7/7/2019,female,362,silver,0,no preference,yes,<100K,yes,7
7474,7/7/2019,male,323,blue,4,no preference,yes,,yes,6
7475,7/7/2019,female,295,silver,5,no preference,yes,<100K,no,4
7476,7/7/2019,male,122,black,8,no preference,yes,,no,7
7477,7/7/2019,male,137,silver,2,swirl,no,,yes,4
7478,7/7/2019,female,142,black,8,swirl,yes,<100K,yes,3
7479,7/7/2019,female,220,no preference,7,specialty,yes,<100K,yes,3
7480,7/7/2019,female,382,blue,6,chocolate,yes,<100K,yes,8
7481,7/7/2019,male,305,silver,10,specialty,yes,,no,6
7482,7/7/2019,female,283,blue,3,specialty,yes,<100K,no,4
7483,7/7/2019,male,315,no preference,0,no preference,yes,,yes,7
7484,7/7/2019,female,180,silver,8,vanilla,yes,<100K,yes,3
7485,7/7/2019,female,103,red,2,no preference,yes,<100K,yes,4
7486,7/7/2019,male,169,black,6,specialty,yes,>100K,yes,1
7487,7/7/2019,male,146,blue,3,specialty,yes,,no,6
7488,7/7/2019,female,385,white,2,no preference,yes,<100K,yes,2
7489,7/7/2019,male,257,white,6,no preference,yes,>100K,yes,3
7490,7/7/2019,male,227,red,6,vanilla,yes,,no,8
7491,7/7/2019,female,150,red,1,swirl,yes,<100K,yes,4
7492,7/7/2019,male,261,silver,4,chocolate,yes,>100K,yes,0
7493,7/7/2019,male,197,white,2,no preference,yes,>100K,yes,3
7494,7/7/2019,male,232,silver,5,swirl,yes,,no,5
7495,7/7/2019,male,380,red,0,swirl,yes,,yes,6
7496,7/7/2019,male,333,silver,2,no preference,yes,,no,7
7497,7/7/2019,male,243,silver,3,no preference,yes,>100K,yes,2
7498,7/7/2019,male,126,red,3,specialty,yes,,yes,5
7499,7/7/2019,male,158,black,10,vanilla,yes,,yes,8
7500,7/7/2019,male,237,red,3,specialty,yes,>100K,yes,0
7501,7/7/2019,male,113,red,0,vanilla,yes,,no,8
7502,7/7/2019,female,260,red,8,specialty,yes,<100K,no,7
7503,7/7/2019,male,364,no preference,10,no preference,yes,,no,5
7504,7/7/2019,male,264,blue,3,vanilla,yes,>100K,yes,1
7505,7/7/2019,male,210,no preference,7,vanilla,yes,,no,7
7506,7/7/2019,male,192,black,9,no preference,yes,>100K,yes,1
7507,7/7/2019,female,382,silver,3,vanilla,yes,<100K,yes,7
7508,7/7/2019,male,388,white,6,chocolate,yes,>100K,yes,1
7509,7/7/2019,male,205,no preference,4,no preference,yes,>100K,yes,1
7510,7/7/2019,male,298,white,3,no preference,yes,>100K,yes,2
7511,7/7/2019,female,119,black,2,vanilla,yes,<100K,yes,1
7512,7/7/2019,male,100,blue,4,specialty,yes,>100K,yes,3
7513,7/7/2019,female,381,white,2,chocolate,yes,<100K,yes,2
7514,7/7/2019,male,386,no preference,6,swirl,yes,>100K,yes,0
7515,7/7/2019,male,360,blue,7,no preference,yes,>100K,yes,0
7516,7/7/2019,male,176,blue,6,vanilla,yes,,yes,4
7517,7/7/2019,male,164,no preference,8,specialty,yes,,yes,8
7518,7/7/2019,male,390,red,8,no preference,yes,>100K,yes,3
7519,7/7/2019,female,193,blue,5,no preference,yes,<100K,no,8
7520,7/7/2019,male,288,silver,2,swirl,yes,>100K,yes,2
7521,7/7/2019,male,213,red,5,specialty,yes,>100K,yes,3
7522,7/7/2019,female,152,red,6,swirl,yes,<100K,yes,3
7523,7/7/2019,female,145,red,8,specialty,yes,<100K,yes,6
7524,7/7/2019,male,274,no preference,0,specialty,yes,>100K,yes,1
7525,7/7/2019,female,308,black,7,vanilla,yes,<100K,yes,8
7526,7/7/2019,male,318,white,6,no preference,yes,,yes,7
7527,7/7/2019,male,126,blue,1,no preference,yes,,yes,8
7528,7/7/2019,male,322,white,3,vanilla,yes,,yes,5
7529,7/7/2019,female,396,no preference,7,no preference,yes,<100K,yes,7
7530,7/7/2019,male,377,no preference,4,specialty,yes,,yes,5
7531,7/7/2019,male,359,white,10,no preference,yes,>100K,yes,0
7532,7/7/2019,male,102,blue,1,swirl,yes,>100K,yes,3
7533,7/7/2019,female,131,silver,9,chocolate,yes,<100K,yes,7
7534,7/7/2019,female,132,silver,1,vanilla,yes,<100K,no,8
7535,7/7/2019,male,281,black,0,chocolate,yes,,yes,6
7536,7/7/2019,male,139,blue,4,chocolate,yes,>100K,yes,2
7537,7/7/2019,male,225,red,7,specialty,yes,>100K,yes,0
7538,7/7/2019,female,329,blue,1,chocolate,yes,<100K,no,8
7539,7/7/2019,female,393,silver,6,swirl,yes,<100K,yes,1
7540,7/7/2019,male,178,silver,4,swirl,yes,>100K,yes,2
7541,7/7/2019,male,319,black,8,swirl,yes,>100K,yes,0
7542,7/7/2019,female,387,black,3,specialty,yes,<100K,yes,2
7543,7/7/2019,male,163,blue,2,swirl,yes,>100K,yes,1
7544,7/7/2019,male,231,white,4,vanilla,yes,,no,8
7545,7/7/2019,male,392,black,3,no preference,yes,,no,4
7546,7/7/2019,male,201,white,10,chocolate,yes,,yes,4
7547,7/7/2019,female,375,silver,2,no preference,yes,<100K,no,7
7548,7/7/2019,male,320,no preference,9,no preference,yes,,yes,4
7549,7/7/2019,male,294,black,3,swirl,yes,,yes,6
7550,7/7/2019,male,211,silver,0,specialty,yes,>100K,yes,0
7551,7/7/2019,female,334,blue,10,vanilla,yes,<100K,yes,1
7552,7/7/2019,male,356,silver,9,chocolate,yes,,yes,6
7553,7/7/2019,male,336,blue,5,vanilla,yes,>100K,yes,1
7554,7/7/2019,male,322,no preference,1,specialty,yes,,yes,4
7555,7/7/2019,male,293,no preference,10,specialty,yes,,yes,5
7556,7/7/2019,female,259,white,9,chocolate,yes,<100K,yes,2
7557,7/7/2019,female,338,white,7,no preference,yes,<100K,yes,6
7558,7/7/2019,female,163,blue,7,chocolate,yes,<100K,yes,7
7559,7/7/2019,female,317,no preference,9,specialty,yes,<100K,yes,2
7560,7/7/2019,male,183,blue,6,chocolate,yes,,no,8
7561,7/7/2019,male,190,no preference,0,specialty,yes,>100K,yes,3
7562,7/7/2019,female,385,silver,6,swirl,yes,<100K,yes,3
7563,7/7/2019,female,230,blue,10,no preference,yes,<100K,yes,3
7564,7/7/2019,female,221,silver,1,vanilla,yes,<100K,yes,8
7565,7/7/2019,female,372,no preference,7,no preference,yes,<100K,yes,1
7566,7/7/2019,male,386,no preference,0,swirl,yes,,yes,7
7567,7/7/2019,male,242,white,3,swirl,yes,>100K,yes,3
7568,7/7/2019,female,270,no preference,4,specialty,yes,<100K,yes,3
7569,7/7/2019,female,265,no preference,6,swirl,yes,<100K,yes,8
7570,7/7/2019,male,201,silver,9,no preference,yes,,yes,4
7571,7/7/2019,male,139,blue,8,chocolate,yes,,no,5
7572,7/7/2019,male,139,no preference,4,swirl,yes,,yes,5
7573,7/7/2019,female,126,black,3,vanilla,yes,<100K,yes,0
7574,7/7/2019,male,327,black,2,swirl,yes,,yes,7
7575,7/7/2019,male,299,silver,7,swirl,yes,,yes,7
7576,7/7/2019,male,209,red,9,swirl,yes,,yes,4
7577,7/7/2019,female,365,silver,8,no preference,yes,<100K,yes,3
7578,7/7/2019,male,241,silver,3,swirl,yes,,yes,7
7579,7/7/2019,female,312,silver,1,swirl,yes,<100K,yes,3
7580,7/7/2019,female,282,no preference,5,specialty,yes,<100K,yes,7
7581,7/7/2019,male,214,white,10,chocolate,yes,>100K,yes,1
7582,7/7/2019,male,382,no preference,9,specialty,yes,,yes,8
7583,7/7/2019,female,384,white,3,swirl,yes,<100K,no,5
7584,7/7/2019,female,284,red,0,specialty,yes,<100K,no,6
7585,7/7/2019,male,329,black,4,chocolate,yes,,yes,6
7586,7/7/2019,male,289,blue,4,specialty,yes,,yes,5
7587,7/7/2019,male,148,blue,8,no preference,yes,,yes,7
7588,7/7/2019,male,361,white,4,no preference,yes,,yes,5
7589,7/7/2019,male,159,silver,8,no preference,yes,>100K,yes,3
7590,7/7/2019,male,400,white,10,specialty,yes,,yes,4
7591,7/7/2019,male,129,white,2,swirl,yes,,yes,5
7592,7/7/2019,female,320,silver,10,chocolate,yes,<100K,yes,2
7593,7/7/2019,female,159,silver,2,chocolate,yes,<100K,no,6
7594,7/7/2019,male,190,white,3,swirl,yes,,yes,6
7595,7/7/2019,male,199,no preference,2,swirl,yes,>100K,yes,2
7596,7/7/2019,male,400,white,2,vanilla,yes,,yes,4
7597,7/7/2019,male,103,no preference,0,no preference,yes,,yes,5
7598,7/7/2019,female,391,silver,0,vanilla,yes,<100K,no,5
7599,7/7/2019,female,350,blue,9,vanilla,yes,<100K,yes,2
7600,7/7/2019,male,177,blue,7,specialty,yes,>100K,yes,1
7601,7/7/2019,male,218,red,10,no preference,yes,,yes,7
7602,7/7/2019,male,185,silver,8,specialty,yes,,yes,5
7603,7/7/2019,male,123,white,2,chocolate,yes,,yes,8
7604,7/7/2019,female,347,no preference,8,vanilla,yes,<100K,yes,0
7605,7/7/2019,female,389,white,10,no preference,yes,<100K,yes,4
7606,7/7/2019,female,342,no preference,3,swirl,yes,<100K,yes,2
7607,7/7/2019,male,277,blue,8,no preference,yes,,yes,8
7608,7/7/2019,female,303,no preference,9,vanilla,yes,<100K,yes,2
7609,7/7/2019,male,245,blue,7,swirl,yes,>100K,yes,0
7610,7/7/2019,male,244,white,10,no preference,yes,,no,4
7611,7/7/2019,male,149,red,3,swirl,yes,>100K,yes,2
7612,7/7/2019,male,296,silver,7,swirl,yes,,yes,6
7613,7/7/2019,male,264,white,8,swirl,yes,>100K,yes,1
7614,7/7/2019,male,210,red,4,vanilla,yes,>100K,yes,1
7615,7/7/2019,male,113,red,9,no preference,yes,,no,4
7616,7/7/2019,female,251,blue,10,swirl,yes,<100K,yes,3
7617,7/7/2019,male,226,no preference,4,no preference,yes,,no,6
7618,7/7/2019,male,309,black,8,no preference,yes,>100K,yes,1
7619,7/7/2019,female,303,red,3,vanilla,yes,<100K,no,5
7620,7/7/2019,male,247,blue,5,chocolate,yes,,no,5
7621,7/7/2019,male,100,red,10,chocolate,yes,,yes,6
7622,7/7/2019,male,193,blue,8,no preference,yes,,no,8
7623,7/7/2019,male,188,silver,0,chocolate,yes,>100K,yes,3
7624,7/7/2019,male,185,no preference,2,no preference,yes,,no,4
7625,7/7/2019,male,142,no preference,2,no preference,yes,,no,5
7626,7/7/2019,female,359,white,2,specialty,yes,<100K,yes,1
7627,7/7/2019,male,147,black,6,no preference,yes,,yes,6
7628,7/7/2019,male,328,white,5,vanilla,yes,>100K,yes,3
7629,7/7/2019,male,157,silver,7,vanilla,yes,,no,7
7630,7/7/2019,female,146,blue,10,vanilla,yes,<100K,yes,1
7631,7/7/2019,male,221,no preference,2,swirl,yes,,no,5
7632,7/7/2019,female,335,black,2,vanilla,yes,<100K,yes,6
7633,7/7/2019,male,343,white,6,vanilla,yes,>100K,yes,3
7634,7/7/2019,male,209,black,10,no preference,yes,,yes,5
7635,7/7/2019,male,286,blue,7,no preference,yes,>100K,yes,1
7636,7/7/2019,male,269,white,10,chocolate,yes,,yes,8
7637,7/7/2019,male,328,no preference,1,no preference,yes,,no,8
7638,7/7/2019,female,148,blue,2,vanilla,yes,<100K,yes,7
7639,7/7/2019,male,152,no preference,3,vanilla,yes,>100K,yes,2
7640,7/7/2019,male,239,white,9,specialty,yes,>100K,yes,0
7641,7/7/2019,male,164,black,9,vanilla,yes,>100K,yes,0
7642,7/7/2019,female,399,silver,5,no preference,yes,<100K,yes,5
7643,7/7/2019,male,151,blue,6,no preference,yes,,yes,8
7644,7/7/2019,male,368,black,8,vanilla,yes,,yes,7
7645,7/7/2019,male,269,silver,9,chocolate,yes,>100K,yes,0
7646,7/7/2019,male,242,no preference,4,swirl,yes,,yes,6
7647,7/7/2019,female,165,black,3,swirl,yes,<100K,no,8
7648,7/7/2019,male,117,blue,3,vanilla,yes,>100K,yes,3
7649,7/7/2019,female,298,white,8,chocolate,yes,<100K,yes,7
7650,7/7/2019,female,285,red,7,swirl,yes,<100K,no,7
7651,7/7/2019,female,304,red,1,vanilla,yes,<100K,no,8
7652,7/7/2019,male,336,no preference,2,swirl,yes,,no,6
7653,7/7/2019,male,390,red,9,specialty,yes,,no,7
7654,7/7/2019,male,187,no preference,7,swirl,yes,,yes,6
7655,7/7/2019,male,299,silver,5,specialty,yes,>100K,yes,0
7656,7/7/2019,female,366,white,0,chocolate,yes,<100K,yes,4
7657,7/7/2019,female,220,red,6,vanilla,yes,<100K,no,7
7658,7/7/2019,male,241,silver,1,no preference,yes,,yes,6
7659,7/7/2019,female,210,blue,2,specialty,yes,<100K,yes,7
7660,7/7/2019,female,191,black,10,chocolate,yes,<100K,yes,0
7661,7/7/2019,male,227,silver,1,no preference,yes,>100K,yes,0
7662,7/7/2019,male,354,red,8,chocolate,yes,>100K,yes,2
7663,7/7/2019,female,285,black,5,vanilla,yes,<100K,yes,0
7664,7/7/2019,female,310,black,8,vanilla,yes,<100K,yes,7
7665,7/7/2019,male,106,white,0,specialty,yes,,yes,6
7666,7/7/2019,female,273,black,10,vanilla,yes,<100K,yes,8
7667,7/7/2019,female,184,blue,3,chocolate,yes,<100K,no,4
7668,7/7/2019,male,189,white,4,no preference,yes,,yes,4
7669,7/7/2019,male,297,blue,1,chocolate,yes,,yes,8
7670,7/7/2019,female,191,black,8,swirl,yes,<100K,no,6
7671,7/7/2019,male,256,silver,7,no preference,yes,,no,6
7672,7/7/2019,female,107,red,10,specialty,yes,<100K,yes,6
7673,7/7/2019,male,126,red,4,specialty,yes,,no,6
7674,7/7/2019,female,333,black,4,vanilla,yes,<100K,yes,3
7675,7/7/2019,male,158,white,6,specialty,yes,>100K,yes,2
7676,7/7/2019,male,346,black,9,no preference,yes,>100K,yes,2
7677,7/7/2019,male,362,black,4,vanilla,yes,>100K,yes,1
7678,7/7/2019,female,361,no preference,0,chocolate,yes,<100K,no,5
7679,7/7/2019,male,260,black,8,specialty,yes,>100K,yes,1
7680,7/7/2019,male,164,no preference,1,specialty,yes,,yes,5
7681,7/7/2019,male,362,no preference,9,specialty,yes,,yes,8
7682,7/7/2019,male,310,silver,6,specialty,yes,,yes,6
7683,7/7/2019,male,225,red,3,specialty,yes,>100K,yes,0
7684,7/7/2019,male,258,silver,4,no preference,yes,,no,8
7685,7/7/2019,male,322,white,1,vanilla,yes,,no,7
7686,7/7/2019,male,172,blue,8,specialty,yes,>100K,yes,3
7687,7/7/2019,male,207,silver,4,vanilla,yes,>100K,yes,3
7688,7/7/2019,male,195,red,7,no preference,yes,,yes,4
7689,7/7/2019,male,236,blue,6,no preference,yes,,yes,7
7690,7/7/2019,male,257,red,0,swirl,yes,,yes,6
7691,7/7/2019,female,223,red,8,chocolate,yes,<100K,no,7
7692,7/7/2019,male,201,blue,6,swirl,yes,,yes,8
7693,7/7/2019,female,341,black,0,chocolate,yes,<100K,yes,0
7694,7/7/2019,male,136,no preference,0,no preference,yes,>100K,yes,0
7695,7/7/2019,male,197,white,0,specialty,yes,,yes,7
7696,7/7/2019,male,306,no preference,0,swirl,yes,,yes,8
7697,7/7/2019,male,130,red,1,vanilla,yes,>100K,yes,1
7698,7/7/2019,male,308,black,10,vanilla,yes,>100K,yes,3
7699,7/7/2019,male,105,red,9,specialty,yes,,yes,4
7700,7/7/2019,male,320,red,0,specialty,yes,>100K,yes,2
7701,7/7/2019,male,325,white,10,no preference,yes,,no,6
7702,7/7/2019,female,165,white,9,specialty,yes,<100K,yes,2
7703,7/7/2019,male,126,blue,3,swirl,yes,,yes,6
7704,7/7/2019,female,220,silver,0,specialty,yes,<100K,yes,7
7705,7/7/2019,female,189,red,4,specialty,yes,<100K,yes,3
7706,7/7/2019,female,322,white,8,chocolate,yes,<100K,yes,0
7707,7/7/2019,female,296,black,0,chocolate,yes,<100K,no,8
7708,7/7/2019,male,333,black,10,specialty,yes,,yes,8
7709,7/7/2019,male,200,red,8,swirl,yes,,yes,7
7710,7/7/2019,female,186,red,3,no preference,yes,<100K,yes,4
7711,7/7/2019,female,141,white,8,chocolate,yes,<100K,yes,2
7712,7/7/2019,female,222,red,9,specialty,yes,<100K,yes,6
7713,7/7/2019,female,267,white,4,vanilla,yes,<100K,yes,3
7714,7/7/2019,female,263,black,4,swirl,yes,<100K,yes,8
7715,7/7/2019,female,171,no preference,3,chocolate,yes,<100K,no,8
7716,7/7/2019,male,121,red,10,no preference,yes,,yes,5
7717,7/7/2019,male,361,black,1,swirl,yes,,no,6
7718,7/7/2019,male,315,no preference,8,vanilla,yes,,yes,6
7719,7/7/2019,female,319,red,5,specialty,yes,<100K,yes,4
7720,7/7/2019,female,376,red,6,specialty,yes,<100K,yes,6
7721,7/7/2019,female,301,blue,5,vanilla,yes,<100K,yes,2
7722,7/7/2019,male,383,blue,4,chocolate,yes,,yes,5
7723,7/7/2019,male,339,blue,0,chocolate,yes,,yes,5
7724,7/7/2019,female,391,no preference,5,chocolate,yes,<100K,yes,4
7725,7/7/2019,female,146,white,2,specialty,yes,<100K,yes,7
7726,7/7/2019,female,143,silver,4,swirl,yes,<100K,yes,0
7727,7/7/2019,male,309,blue,9,no preference,yes,>100K,yes,3
7728,7/7/2019,male,150,blue,9,vanilla,yes,,yes,6
7729,7/7/2019,female,125,blue,6,no preference,yes,<100K,yes,5
7730,7/7/2019,female,306,red,5,specialty,yes,<100K,yes,2
7731,7/7/2019,male,350,black,1,specialty,yes,,no,8
7732,7/7/2019,male,323,silver,6,swirl,yes,,no,6
7733,7/7/2019,female,296,no preference,6,no preference,yes,<100K,no,7
7734,7/7/2019,female,343,blue,3,specialty,yes,<100K,yes,3
7735,7/7/2019,female,199,no preference,2,no preference,yes,<100K,yes,8
7736,7/7/2019,male,172,red,3,no preference,yes,,yes,4
7737,7/7/2019,female,266,black,0,specialty,yes,<100K,yes,4
7738,7/7/2019,female,223,black,6,no preference,yes,<100K,yes,4
7739,7/7/2019,female,367,no preference,4,chocolate,yes,<100K,yes,1
7740,7/7/2019,female,161,blue,4,swirl,yes,<100K,yes,0
7741,7/7/2019,female,321,blue,6,swirl,yes,<100K,no,4
7742,7/7/2019,female,120,red,10,specialty,yes,<100K,yes,1
7743,7/7/2019,male,181,black,9,no preference,yes,,yes,8
7744,7/7/2019,female,249,silver,0,vanilla,yes,<100K,yes,1
7745,7/7/2019,female,281,blue,10,chocolate,yes,<100K,yes,4
7746,7/7/2019,male,208,black,5,vanilla,yes,,yes,6
7747,7/7/2019,male,268,red,1,chocolate,yes,>100K,yes,1
7748,7/7/2019,male,280,silver,6,specialty,yes,,no,6
7749,7/7/2019,female,176,black,9,vanilla,yes,<100K,yes,8
7750,7/7/2019,male,309,red,7,swirl,yes,,yes,8
7751,7/7/2019,male,332,white,0,specialty,yes,>100K,yes,3
7752,7/7/2019,female,285,blue,3,swirl,yes,<100K,yes,1
7753,7/7/2019,male,350,no preference,5,no preference,yes,>100K,yes,3
7754,7/7/2019,female,268,black,4,swirl,yes,<100K,yes,7
7755,7/7/2019,male,319,white,9,chocolate,yes,>100K,yes,2
7756,7/7/2019,male,336,white,4,vanilla,yes,,no,8
7757,7/7/2019,male,174,white,5,specialty,yes,,yes,8
7758,7/7/2019,male,345,silver,2,vanilla,yes,,yes,4
7759,7/7/2019,female,282,blue,0,no preference,yes,<100K,yes,7
7760,7/7/2019,female,133,black,4,swirl,yes,<100K,yes,3
7761,7/7/2019,female,210,black,0,specialty,yes,<100K,yes,7
7762,7/7/2019,female,270,white,1,vanilla,yes,<100K,yes,2
7763,7/7/2019,female,228,silver,10,swirl,yes,<100K,yes,5
7764,7/7/2019,female,280,blue,2,swirl,yes,<100K,yes,4
7765,7/7/2019,female,255,silver,1,vanilla,yes,<100K,yes,1
7766,7/7/2019,male,132,silver,8,swirl,yes,,yes,7
7767,7/7/2019,female,115,black,7,no preference,yes,<100K,no,6
7768,7/7/2019,male,242,no preference,3,specialty,yes,,yes,8
7769,7/7/2019,female,377,silver,9,vanilla,yes,<100K,yes,6
7770,7/7/2019,female,348,silver,6,chocolate,yes,<100K,yes,8
7771,7/7/2019,female,245,no preference,4,swirl,yes,<100K,no,5
7772,7/7/2019,male,280,white,5,swirl,yes,,yes,5
7773,7/7/2019,female,136,red,2,vanilla,yes,<100K,yes,7
7774,7/7/2019,male,129,red,7,specialty,yes,,yes,7
7775,7/7/2019,female,178,silver,7,chocolate,yes,<100K,yes,1
7776,7/7/2019,female,192,silver,5,swirl,yes,<100K,yes,1
7777,7/7/2019,female,190,red,5,specialty,yes,<100K,yes,1
7778,7/7/2019,female,260,silver,0,specialty,yes,<100K,yes,3
7779,7/7/2019,female,165,white,6,vanilla,yes,<100K,yes,4
7780,7/7/2019,male,155,no preference,5,swirl,yes,,yes,4
7781,7/7/2019,female,290,blue,1,swirl,yes,<100K,yes,1
7782,7/7/2019,female,389,silver,2,specialty,yes,<100K,no,7
7783,7/7/2019,male,255,no preference,2,specialty,yes,>100K,yes,1
7784,7/7/2019,male,359,white,10,no preference,yes,,yes,6
7785,7/7/2019,male,250,silver,4,no preference,yes,>100K,yes,0
7786,7/7/2019,male,237,red,3,specialty,yes,,no,7
7787,7/7/2019,male,174,red,10,no preference,yes,,no,6
7788,7/7/2019,male,194,silver,2,chocolate,yes,,no,7
7789,7/7/2019,female,224,black,3,vanilla,yes,<100K,yes,3
7790,7/7/2019,male,263,silver,4,specialty,yes,,yes,6
7791,7/7/2019,female,341,red,3,swirl,yes,<100K,yes,1
7792,7/7/2019,female,212,black,6,swirl,yes,<100K,yes,4
7793,7/7/2019,female,378,white,1,chocolate,yes,<100K,yes,5
7794,7/7/2019,female,326,black,5,specialty,yes,<100K,yes,5
7795,7/7/2019,male,369,black,3,specialty,yes,>100K,yes,1
7796,7/7/2019,female,131,no preference,1,vanilla,yes,<100K,yes,6
7797,7/7/2019,female,247,silver,2,no preference,yes,<100K,yes,1
7798,7/7/2019,male,258,black,8,no preference,yes,,yes,4
7799,7/7/2019,female,384,blue,5,specialty,yes,<100K,yes,7
7800,7/7/2019,male,400,black,4,swirl,yes,,yes,7
7801,7/7/2019,female,372,red,1,no preference,yes,<100K,yes,0
7802,7/7/2019,female,347,no preference,2,vanilla,yes,<100K,yes,6
7803,7/7/2019,female,295,black,8,no preference,yes,<100K,yes,5
7804,7/7/2019,female,116,blue,10,specialty,yes,<100K,no,7
7805,7/7/2019,female,261,black,2,no preference,yes,<100K,yes,5
7806,7/7/2019,female,371,blue,1,vanilla,yes,<100K,no,6
7807,7/7/2019,female,164,no preference,1,specialty,yes,<100K,yes,0
7808,7/7/2019,female,283,white,8,vanilla,yes,<100K,no,8
7809,7/7/2019,female,228,silver,7,swirl,yes,<100K,yes,2
7810,7/7/2019,female,385,no preference,8,no preference,yes,<100K,yes,1
7811,7/7/2019,female,345,black,7,chocolate,yes,<100K,no,6
7812,7/7/2019,male,115,black,4,vanilla,yes,,no,4
7813,7/7/2019,male,187,white,4,no preference,yes,,no,7
7814,7/7/2019,male,230,silver,2,no preference,yes,>100K,yes,2
7815,7/7/2019,female,148,black,4,no preference,yes,<100K,yes,5
7816,7/7/2019,female,342,blue,4,no preference,yes,<100K,no,8
7817,7/7/2019,male,399,silver,2,vanilla,yes,>100K,yes,3
7818,7/7/2019,female,272,white,2,no preference,yes,<100K,yes,2
7819,7/7/2019,female,137,white,4,vanilla,yes,<100K,yes,2
7820,7/7/2019,female,122,red,10,swirl,yes,<100K,yes,1
7821,7/7/2019,female,398,black,5,specialty,yes,<100K,yes,7
7822,7/7/2019,female,193,no preference,9,vanilla,yes,<100K,yes,2
7823,7/7/2019,female,152,blue,3,swirl,yes,<100K,yes,3
7824,7/7/2019,male,392,blue,5,swirl,yes,,yes,4
7825,7/7/2019,female,145,black,3,no preference,yes,<100K,yes,4
7826,7/7/2019,male,159,no preference,3,no preference,yes,,yes,5
7827,7/7/2019,male,208,red,7,swirl,yes,>100K,yes,1
7828,7/7/2019,female,192,silver,1,specialty,yes,<100K,yes,4
7829,7/7/2019,female,389,red,2,no preference,yes,<100K,yes,4
7830,7/7/2019,female,268,white,8,specialty,yes,<100K,yes,7
7831,7/7/2019,male,208,blue,6,vanilla,yes,>100K,yes,1
7832,7/7/2019,male,152,silver,8,no preference,yes,,yes,6
7833,7/7/2019,female,235,black,10,vanilla,yes,<100K,yes,3
7834,7/7/2019,female,249,silver,5,swirl,yes,<100K,yes,8
7835,7/7/2019,male,101,silver,3,specialty,yes,,yes,4
7836,7/7/2019,female,344,no preference,0,vanilla,yes,<100K,yes,4
7837,7/7/2019,female,107,black,2,vanilla,yes,<100K,yes,2
7838,7/7/2019,female,166,no preference,3,swirl,yes,<100K,yes,4
7839,7/7/2019,female,160,black,9,swirl,yes,<100K,yes,4
7840,7/7/2019,male,270,silver,7,specialty,yes,,no,6
7841,7/7/2019,female,393,blue,5,specialty,yes,<100K,no,8
7842,7/7/2019,female,220,white,5,specialty,yes,<100K,yes,7
7843,7/7/2019,male,296,black,3,vanilla,yes,,yes,5
7844,7/7/2019,male,152,black,8,no preference,yes,,no,7
7845,7/7/2019,male,337,blue,9,chocolate,yes,,yes,8
7846,7/7/2019,female,326,no preference,0,vanilla,yes,<100K,no,4
7847,7/7/2019,female,317,no preference,1,specialty,yes,<100K,no,7
7848,7/7/2019,male,201,white,2,chocolate,yes,,yes,5
7849,7/7/2019,male,110,red,5,chocolate,yes,,yes,6
7850,7/7/2019,male,224,silver,2,no preference,yes,,no,5
